# average stat prob      surprisal      approx. JS divergence
# total JS divergence: -0.462264804609
0.000000525311    0.183683572367    0.000000096491
0.000000067668    0.074213535141    0.000000005022
0.000026284786    0.141640048123    0.000003722978
0.000019873233    0.102860324874    0.000002044167
0.000000330167    0.157777603120    0.000000052093
0.000109900984    0.129583038333    0.000014241303
0.000019500886    0.094203845085    0.000001837058
0.000000369949    0.163606337282    0.000000060526
0.000876382751    0.176205719571    0.000154423653
0.000029645777    0.094168707362    0.000002791704
0.000000808507    0.025414722352    0.000000020548
0.000195734450    0.116724722696    0.000022847049
0.000000217603    0.055200832628    0.000000012012
0.000000107831    0.204663622186    0.000000022069
0.000330300368    0.203523534508    0.000067223898
0.000002351701    0.078347290020    0.000000184249
0.000142084370    0.122108082752    0.000017349650
0.000003561173    0.087081332665    0.000000310112
0.000231844378    0.127567927871    0.000029575907
0.000220257971    0.116859465073    0.000025739229
0.000216349260    0.184767065321    0.000039974218
0.000005741953    0.107303664094    0.000000616133
0.000057935568    0.058029646428    0.000003361981
0.000266945936    0.089804440915    0.000023972930
0.001004719359    0.138411711736    0.000139064926
0.000013608248    0.044539490367    0.000000606104
0.041013845618    -0.784650056511    -0.032181516282
0.000006312654    0.090612830626    0.000000572007
0.000222370159    0.132821239602    0.000029535480
0.001146530624    0.135313932135    0.000155141567
0.000009335488    0.057236761347    0.000000534333
0.000312212735    0.142121700955    0.000044372205
0.000029772090    0.163873983569    0.000004878871
0.000005461158    0.150787306794    0.000000823473
0.000176692496    0.082225969682    0.000014528712
0.000000014140    0.110595684166    0.000000001564
0.000040036748    0.182398294389    0.000007302634
0.000554498346    0.073895419815    0.000040974888
0.000005918821    0.177634336263    0.000001051386
0.000000143181    0.089324960455    0.000000012790
0.000231593870    0.251907254510    0.000058340176
0.000000502086    0.072105014347    0.000000036203
0.000049919797    0.096078464750    0.000004796217
0.000000384300    0.019610154770    0.000000007536
0.000104454557    0.038558355235    0.000004027596
0.007360362907    -0.130897436007    -0.000963452633
0.000141349455    0.189606347849    0.000026800754
0.000203612435    0.095061557788    0.000019355715
0.005145528033    0.014183248356    0.000072980302
0.000147937910    0.131928673212    0.000019517252
0.000725547803    0.144691813677    0.000104980828
0.000015621435    0.219136212792    0.000003423222
0.000073966847    0.142722404589    0.000010556726
0.003791598988    0.056081287808    0.000212637754
